DEP Open Pop-Up 2,Dynamic Weather,123,82.585,Miraculix,Switzerland,Five33Switchback,2023/02/08
DEP Open Series 2 Race 1,Dynamic Weather,999,999.999,Miraculix,NO_DATA
DEP Open Series 2 Race 7,Football Stadium,85,97.729,Miraculix,Switzerland,Five33Switchback,2023/04/14
DEP Open Series 3 Race 1,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 3 Race 2,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 3 Race 3,Karting Track,102,94.655,Miraculix,Switzerland,Five33Switchback,2022/11/15
DEP Open Series 3 Race 4,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 3 Race 5,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 3 Race 6,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 3 Race 7,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 4 Race 1,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 4 Race 2,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 4 Race 3,Football Stadium,200,94.266,Miraculix,Switzerland,Five33Switchback,2022/12/12
DEP Open Series 4 Race 4,Football Stadium,115,96.536,Miraculix,Switzerland,Five33Switchback,2023/03/17
DEP Open Series 4 Race 5,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 4 Race 6,Football Stadium,132,80.579,Miraculix,Switzerland,Five33Switchback,2023/03/17
DEP Open Series 4 Race 7,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 5 Race 1,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 5 Race 2,Football Stadium,144,97.499,Miraculix,Switzerland,Five33Switchback,2022/12/14
DEP Open Series 5 Race 3,Football Stadium,104,93.432,Miraculix,Switzerland,Five33Switchback,2023/05/02
DEP Open Series 5 Race 4,Football Stadium,155,105.944,Miraculix,Switzerland,Five33Switchback,2023/01/27
DEP Open Series 5 Race 5,Football Stadium,999,999.999,Miraculix,NO_DATA
DEP Open Series 5 Race 6,Football Stadium,155,91.963,Miraculix,Switzerland,Five33Switchback,2023/01/31
DEP Open Series 5 Race 7,Football Stadium,179,136.145,Miraculix,Switzerland,Five33Switchback,2023/02/08
DEP Open Series 6 Race 1,Football Stadium,89,78.189,Miraculix,Switzerland,Five33Switchback,2023/05/09
DEP Open Series 6 Race 2,Football Stadium,87,111.376,Miraculix,Switzerland,Five33Switchback,2023/05/08
DEP Spec Series 1 Race 5,Football Stadium,102,101.817,Miraculix,Switzerland,Five33Switchback,2023/05/07
