2023 MultiGP GQ-AyyyKayyy,Dynamic Weather,999,999.999,uGeLLin,NO_DATA
2023 MultiGP GQ-BonerFPV,Dynamic Weather,94,27.394,uGeLLin,UnitedStates,Five33Switchback,2023/03/08
2023 MultiGP GQ-Fastodon,Dynamic Weather,122,41.328,uGeLLin,UnitedStates,Five33Switchback,2023/03/08
2023 MultiGP GQ-Hakko,Dynamic Weather,82,45.301,uGeLLin,UnitedStates,Five33Switchback,2023/03/07
2023 MultiGP GQ-Hyper,Dynamic Weather,94,42.684,uGeLLin,UnitedStates,Five33Switchback,2023/03/08
2023 MultiGp GQ-Leviathann,Dynamic Weather,195,40.690,uGeLLin,UnitedStates,Five33Switchback,2023/03/09
2023 MultiGP GQ-NMGrower,Dynamic Weather,69,40.009,uGeLLin,UnitedStates,Five33Switchback,2023/03/15
2023 MultiGP GQ-ROFL,Dynamic Weather,115,62.568,uGeLLin,UnitedStates,Five33Switchback,2023/03/09
CDRA 2023  Champs Hyper,Empty Scene Day,999,999.999,uGeLLin,NO_DATA
IO 2023 Main Stage FAI Yawesome,Empty Scene Day,999,999.999,uGeLLin,NO_DATA
MGP GQ 2023 remix,Dynamic Weather,999,999.999,uGeLLin,NO_DATA
MGP Ice Storm 2023 by BonerFPV,Empty Scene Day,999,999.999,uGeLLin,NO_DATA
MultiGP 2023 Mayhem-NMGrower,Empty Scene Day,999,999.999,uGeLLin,NO_DATA
