EU Spec Season 4 Race 1,Football Stadium,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 2 Final,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 2 Losers FInal,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 2 Race 1,Football Stadium,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 2 Race 3,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 2 Race 4,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 2 Race 5,IndoorGoKart,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 2 Race 6,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech_de EU Spec Series 3 Final,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 3 Race 1,NEC Birmingham,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 3 Race 2,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 3 Race 3,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 3 Race 5,Empty Scene Day,999,999.999,einknopf,NO_DATA
RCTech.de EU Spec Series 3 Race 6,NEC Birmingham,999,999.999,einknopf,NO_DATA
TBS EU Spec Season 5 Race 1,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 10 FINAL --- ChrisM,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 10 Losers Final,Football Stadium,85,64.232,einknopf,Germany,TBSSpec,2022/02/10
TBS EU Spec Series 10 Race 1,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 10 Race 2,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 10 Race 3,Night Factory 2,191,127.292,einknopf,Germany,Five33Switchback,2022/01/15
TBS EU Spec Series 10 Race 4,Dynamic Weather,93,76.323,einknopf,Germany,TBSSpec,2022/02/08
TBS EU Spec Series 10 Race 5 _2,IndoorGoKart,138,89.846,einknopf,Germany,TBSSpec,2022/02/09
TBS EU Spec Series 10 Race 6,Large Carpark,83,57.281,einknopf,Germany,TBSSpec,2022/01/27
TBS EU Spec Series 10 Race 7,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 4 FINAL,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 4 Race 2,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 4 Race 3,IndoorGoKart,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 4 Race 4,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 4 Race 5,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 4 Race 7,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 5 FINAL,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 5 Losers Final,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 5 Race 3,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 5 Race 4,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 5 Race 5,NEC Birmingham,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 5 Race 6,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 5 Race 7,IndoorGoKart,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Final,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Losers Final,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Race 1,Future Hangar Empty,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Race 2,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Race 4,NEC Birmingham,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Race 5,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Race 6,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 6 Race 7,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Final,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Race 1,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Race 2,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Race 3,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Race 4,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Race 5,IndoorGoKart,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Race 6,Future Hangar Empty,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 7 Race 7,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Final,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Losers Final,Dynamic Weather,178,93.963,einknopf,Germany,TBSSpec,2022/01/03
TBS EU Spec Series 8 Race 1,Dynamic Weather,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Race 2,Empty Scene Night,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Race 3,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Race 4,Empty Scene Day,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Race 5,Future Hangar Empty,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Race 6,Football Stadium,999,999.999,einknopf,NO_DATA
TBS EU Spec Series 8 Race 7,Empty Scene Day,999,999.999,einknopf,NO_DATA
