DDR Race Series - Track 1 by Sniper X dec,Empty Scene Day,50,58.123,MichaelFPV,Unknown,SniperX,2021/12/06
DDR Race Series - Track 2 by Toxic fpv jan,Empty Scene Day,63,65.280,MichaelFPV,Unknown,SniperX,2022/02/24
DDR Race Series - Track 3 by Straydog fpv feb,Empty Scene Day,999,999.999,MichaelFPV,NO_DATA
DDR Race Series - Track 4 by Boner fpv march,Empty Scene Day,59,77.335,MichaelFPV,Unknown,SniperX,2022/04/14
DDR Race Series - Track 5 by NelisFPV fpv april,Empty Scene Day,999,999.999,MichaelFPV,NO_DATA
