DDR Race Series - Track 1 by Sniper X dec,Empty Scene Day,180,97.244,Jonttu,Finland,TBSSpec,2022/03/07
DDR Race Series - Track 2 by Toxic fpv jan,Empty Scene Day,999,999.999,Jonttu,NO_DATA
DDR Race Series - Track 3 by Straydog fpv feb,Empty Scene Day,132,101.680,Jonttu,Finland,TBSSpec,2022/03/07
DDR Race Series - Track 4 by Boner fpv march,Empty Scene Day,115,104.473,Jonttu,Finland,TBSSpec,2022/03/06
DDR Race Series - Track 5 by NelisFPV fpv april,Empty Scene Day,999,999.999,Jonttu,NO_DATA
