TBS EU Spec Series 11 Race 1,Dynamic Weather,116,96.011,HiImKriss,Latvia,TBSSpec,2022/06/11
TBS EU Spec Series 11 Race 2,Countryside,137,129.770,HiImKriss,Latvia,TBSSpec,2022/06/15
TBS EU Spec Series 11 Race 3,Dynamic Weather,999,999.999,HiImKriss,NO_DATA
TBS EU Spec Series 11 Race 5,Dynamic Weather,89,108.653,HiImKriss,Latvia,TBSSpec,2022/06/25
