2022 Freedom Spec Champioship,Dynamic Weather,87,75.154,Solace,Canada,Five33Switchback,2022/08/22
2022 MultiGP Canadian Series by DCH FPV,Countryside,20,41.106,Solace,Canada,TwigXL3,2022/08/05
2022 MultiGP IO Freedom Spec,Dynamic Weather,159,112.814,Solace,Canada,SwitchbackZero,2023/03/15
TBS EU Spec Season 5 Race 1,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 10 FINAL --- ChrisM,Football Stadium,180,100.967,Solace,Canada,TBSSpec,2022/03/01
TBS EU Spec Series 10 Losers Final,Football Stadium,144,65.499,Solace,Canada,Five33Switchback,2022/05/30
TBS EU Spec Series 10 Race 1,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 10 Race 2,Empty Scene Day,169,85.409,Solace,Canada,TwigXL3,2022/02/24
TBS EU Spec Series 10 Race 3,Night Factory 2,135,86.286,Solace,Canada,TBSSpec,2022/02/25
TBS EU Spec Series 10 Race 4,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 10 Race 5 _2,IndoorGoKart,193,85.969,Solace,Canada,TwigXL3,2022/02/02
TBS EU Spec Series 10 Race 6,Large Carpark,87,55.917,Solace,Canada,TwigXL3,2022/02/08
TBS EU Spec Series 10 Race 7,Football Stadium,160,92.125,Solace,Canada,TBSSpec,2022/02/08
TBS EU Spec Series 4 FINAL,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 4 Race 2,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 4 Race 3,IndoorGoKart,999,999.999,Solace,NO_DATA
TBS EU Spec Series 4 Race 4,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 4 Race 5,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 4 Race 7,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 5 FINAL,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 5 Losers Final,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 5 Race 3,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 5 Race 4,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 5 Race 5,NEC Birmingham,999,999.999,Solace,NO_DATA
TBS EU Spec Series 5 Race 6,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 5 Race 7,IndoorGoKart,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Final,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Losers Final,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Race 1,Future Hangar Empty,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Race 2,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Race 4,NEC Birmingham,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Race 5,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Race 6,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 6 Race 7,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Final,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Race 1,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Race 2,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Race 3,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Race 4,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Race 5,IndoorGoKart,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Race 6,Future Hangar Empty,999,999.999,Solace,NO_DATA
TBS EU Spec Series 7 Race 7,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Final,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Losers Final,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Race 1,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Race 2,Empty Scene Night,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Race 3,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Race 4,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Race 5,Future Hangar Empty,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Race 6,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 8 Race 7,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Final,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Losers Final,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Race 1,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Race 2,Dynamic Weather,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Race 3,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Race 4,Football Stadium,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Race 5,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Race 6,Empty Scene Day,999,999.999,Solace,NO_DATA
TBS EU Spec Series 9 Race 7,NEC Birmingham,999,999.999,Solace,NO_DATA
