DDR Race Series - Track 1 by Sniper X dec,Empty Scene Day,107,70.138,Rollingfpv,Belgium,SniperX,2021/12/09
DDR Race Series - Track 2 by Toxic fpv jan,Empty Scene Day,73,68.357,Rollingfpv,Belgium,SniperX,2022/01/03
DDR Race Series - Track 3 by Straydog fpv feb,Empty Scene Day,999,999.999,Rollingfpv,NO_DATA
DDR Race Series - Track 4 by Boner fpv march,Empty Scene Day,999,999.999,Rollingfpv,NO_DATA
DDR Race Series - Track 5 by NelisFPV fpv april,Empty Scene Day,73,70.892,Rollingfpv,Belgium,SniperX,2022/04/08
