
Train insane - aircrasher powerloop - MaiOnHigh,Empty Scene Day,52,59.739,78978,Ireland,Yakuza,2022/01/03
Train Insane - Corkscrews - MaiOnHigh,Empty Scene Day,69,43.486,78978,Ireland,TBSSpec,2022/01/09
Train Insane - Dive - MaiOnHigh,Empty Scene Day,93,54.235,78978,Ireland,TBSSpec,2022/01/09
Train insane - High jumps - MaiOnHigh,Empty Scene Day,57,55.333,78978,Ireland,Yakuza,2022/01/03
Train Insane - Ladder - MaiOnHigh,Empty Scene Day,57,59.357,78978,Ireland,TBSSpec,2022/01/09
Train Insane - Long Dive - MaiOnHigh,Empty Scene Day,999,999.999,78978,NO_DATA
Train Insane - powerloops - MaiOnHigh,Empty Scene Day,999,999.999,78978,NO_DATA
Train insane - powerloop to sharp turn - MaiOnHigh,Empty Scene Day,48,110.115,78978,Ireland,Yakuza,2022/01/03
Train Insane Race Track - MaiOnHigh,Empty Scene Day,999,999.999,78978,NO_DATA
Train Insane - Reversed split-s - MaiOnhigh,Empty Scene Day,999,999.999,78978,NO_DATA
Train insane - sharp turns - MaiOnHigh,Empty Scene Day,20,57.092,78978,Ireland,Yakuza,2022/01/03
Train Insane - slalom - MaiOnHigh,Empty Scene Day,999,999.999,78978,NO_DATA
Train insane - Split-S ladder - MaiOnHigh,Empty Scene Day,39,101.734,78978,Ireland,Yakuza,2022/01/03
Train insane - Split-S - MaiOnHigh,Empty Scene Day,42,25.195,78978,Ireland,Yakuza,2022/01/03
Train Insane- Test1 - MaiOnHigh,Empty Scene Day,999,999.999,78978,NO_DATA
Train Insane - Tunnels - MaiOnHigh,Empty Scene Day,999,999.999,78978,NO_DATA
Train insane - wide slalom - MaiOnHigh,Empty Scene Day,49,34.191,78978,Ireland,Yakuza,2022/01/03
