151,70.725,Flynby,UnitedStates,Five33Switchback,2021/03/01
152,70.725,Flynby,UnitedStates,Five33Switchback,2021/03/01
153,70.725,Flynby,UnitedStates,Five33Switchback,2021/03/01
154,70.725,Flynby,UnitedStates,Five33Switchback,2021/03/01
79.128,Flynby,UnitedStates,Five33Switchback,2021/03/01
DEP Open Series 3 Race 1,Football Stadium,135,64.500,Flynby,UnitedStates,Five33Switchback,2021/02/17
DEP Open Series 3 Race 2,Football Stadium,999,999.999,Flynby,NO_DATA
DEP Open Series 3 Race 3,Karting Track,61,89.992,Flynby,UnitedStates,Five33Switchback,2021/02/20
DEP Open Series 3 Race 4,Football Stadium,105
DEP Open Series 3 Race 5,Football Stadium,117,92.811,Flynby,UnitedStates,Five33Switchback,2021/05/25
DEP Open Series 3 Race 6,Football Stadium,999,999.999,Flynby,NO_DATA
DEP Open Series 3 Race 7,Football Stadium,999,999.999,Flynby,NO_DATA
EU Spec Season 4 Race 1,Football Stadium,149,98.416,Flynby,UnitedStates,Five33Switchback,2020/07/24
TBS EU Spec Series 4 FINAL,Dynamic Weather,149,105.551,Flynby,UnitedStates,Five33Switchback,2020/06/29
TBS EU Spec Series 4 Race 2,Empty Scene Day,200,82.347,Flynby,UnitedStates,Five33Switchback,2020/05/16
TBS EU Spec Series 4 Race 3,IndoorGoKart,999,999.999,Flynby,NO_DATA
TBS EU Spec Series 4 Race 4,Empty Scene Day,999,999.999,Flynby,NO_DATA
TBS EU Spec Series 4 Race 5,Dynamic Weather,999,999.999,Flynby,NO_DATA
TBS EU Spec Series 4 Race 7,Football Stadium,117,80.384,Flynby,UnitedStates,Five33Switchback,2020/06/29
