DEP Open Pop-Up 2,Dynamic Weather,67,74.794,DrDanglesPHD,UnitedStates,Ossa,2021/07/13
DEP Open Series 2 Race 1,Dynamic Weather,60,54.304,DrDanglesPHD,UnitedStates,Ossa,2021/08/30
DEP Open Series 2 Race 7,Football Stadium,77,103.518,DrDanglesPHD,UnitedStates,Ossa,2021/07/18
DEP Open Series 3 Race 1,Football Stadium,50,56.244,DrDanglesPHD,UnitedStates,Ossa,2021/07/21
DEP Open Series 3 Race 2,Football Stadium,51,81.721,DrDanglesPHD,UnitedStates,Ossa,2021/02/10
DEP Open Series 3 Race 3,Karting Track,59,90.085,DrDanglesPHD,UnitedStates,Ossa,2021/08/30
DEP Open Series 3 Race 4,Football Stadium,66,64.553,DrDanglesPHD,UnitedStates,Ossa,2021/07/21
DEP Open Series 3 Race 5,Football Stadium,57,79.167,DrDanglesPHD,UnitedStates,Ossa,2021/12/03
DEP Open Series 3 Race 6,Football Stadium,49,93.870,DrDanglesPHD,UnitedStates,Ossa,2021/07/20
DEP Open Series 3 Race 7,Football Stadium,93,99.214,DrDanglesPHD,UnitedStates,Ossa,2021/07/21
DEP Open Series 4 Race 1,Football Stadium,56,85.917,DrDanglesPHD,UnitedStates,TBSSpec,2021/04/09
DEP Open Series 4 Race 2,Football Stadium,105,117.997,DrDanglesPHD,UnitedStates,Ossa,2021/04/07
DEP Open Series 4 Race 3,Football Stadium,117,86.012,DrDanglesPHD,UnitedStates,Ossa,2021/07/07
DEP Open Series 4 Race 4,Football Stadium,65,90.152,DrDanglesPHD,UnitedStates,Ossa,2021/07/21
DEP Open Series 4 Race 5,Football Stadium,79,68.855,DrDanglesPHD,UnitedStates,Ossa,2021/08/30
DEP Open Series 4 Race 6,Football Stadium,91,76.950,DrDanglesPHD,UnitedStates,TBSSpec,2021/05/25
DEP Open Series 4 Race 7,Football Stadium,999,999.999,DrDanglesPHD,NO_DATA
DEP Open Series 5 Race 1,Football Stadium,999,999.999,DrDanglesPHD,NO_DATA
DEP Open Series 5 Race 2,Football Stadium,999,999.999,DrDanglesPHD,NO_DATA
DEP Open Series 5 Race 3,Football Stadium,999,999.999,DrDanglesPHD,NO_DATA
DEP Open Series 5 Race 4,Football Stadium,999,999.999,DrDanglesPHD,NO_DATA
DEP Open Series 5 Race 5,Football Stadium,999,999.999,DrDanglesPHD,NO_DATA
DEP Open Series 5 Race 6,Football Stadium,106,87.844,DrDanglesPHD,UnitedStates,Ossa,2021/12/25
DEP Open Series 5 Race 7,Football Stadium,999,999.999,DrDanglesPHD,NO_DATA
DEP Spec Series 1 Race 5,Football Stadium,54,94.488,DrDanglesPHD,UnitedStates,Ossa,2020/11/08
