WerdnaFPV,10,610.875
RIVALSGMoney,10,634.844
FPVFPVINEEDTOGETFASTER,10,673.679
RIVALSDreadPool,10,688.089
RIVALSDutch,10,720.088
OrigDragon,10,750.513
frteskesc,10,780.117
TriBull,10,782.162
Darksilver,10,794.565
ibor24,10,844.164
NotSure,10,944.812
MaxMarvelous,10,968.097
VitalyMi85,10,979.890
MoFPV!,10,1094.948
CtrlAltFred,10,1164.498
OliHawk,9,528.646
DAFFPV,9,710.234
GoldenFpv,9,746.874
RIVALSKneeDown,9,759.392
ejectfpv865,9,762.831
Bree,9,821.279
CerbAirus,9,836.323
stogie,9,855.825
ChainsawFPV,9,875.288
DirtyMuffin,8,458.561
Kosta,8,469.066
DracFPV,8,481.250
SolidFpv,8,546.424
Saqoosha,8,561.250
DeMoNse3d,8,565.327
tillyFPV,8,688.499
WinterRanger,8,711.060
ETERNAL☆GOODVIBES,8,751.444
RoflcopterStL,8,775.945
RipTheJacker200,8,788.521
FlossIsBoss,8,896.619
GrOiLL,8,922.203
Crashin2416,8,1057.821
Lacasito,7,438.840
cbleehk,7,534.255
mcrakus,7,559.709
NJudah,7,621.326
Smashhappyfpv,7,648.338
Musilex,7,658.788
SilverFoxUK,7,702.738
Swoop2613,7,722.168
geordil,7,806.230
Frequency_Fpv,7,843.197
RaReDaRkFiRe,7,845.442
DragonFlyte,7,894.389
SpencerDfpv,7,944.480
00Hyper,6,343.177
Femto_Chungus,6,346.781
abcd1234,6,387.550
mv,6,398.205
karrson㋡,6,407.252
Barnyard,6,423.882
Gafannen,6,424.243
j4y,6,427.451
Screecher_FPV,6,434.577
ChettMac,6,445.351
kuatoFPV,6,448.121
wapfpv,6,462.256
JR138,6,513.015
DrChabFPVQE,6,527.231
JWWFPV,6,528.919
QBeeZee!,6,530.813
whalefpv,6,542.595
4N5,6,546.628
BigMUFF,6,556.794
dyk0n,6,561.717
LukeS,6,566.442
Smurf47akaUlrik,6,568.214
Lixx,6,568.264
YAWESOME,6,571.230
jdogfpv,6,593.254
talkrz,6,598.434
Lucky22,6,630.913
Gruver,6,674.964
OscarFpv,6,691.282
Brombeer,6,720.339
QooBoo2016,6,783.199
Granpaw,6,1005.791
