31.885,NotSure,UnitedStates,TBSSpec,2021/07/12
48.765,seajaye,UnitedStates,Five33Switchback,2022/03/23
50.858,Oatmeal,UnitedStates,Ossa,2021/03/22
65.969,Crashin2416,UnitedStates,DiatoneGTB339,2021/10/07
71.555,RoflcopterStL,UnitedStates,TBSSpec,2021/08/02
73.615,NoahLikeTheArk,UnitedStates,Five33Switchback,2021/03/20
