DEP Open Series 5 Race 1,Football Stadium,999.999,78978,NO_DATA
DEP Open Series 5 Race 2,Football Stadium,999.999,78978,NO_DATA
DEP Open Series 5 Race 3,Football Stadium,125.128,78978,Ireland,Yakuza,2022/01/02
DEP Open Series 5 Race 4,Football Stadium,160.251,78978,Ireland,Yakuza,2021/12/01
DEP Open Series 5 Race 5,Football Stadium,999.999,78978,NO_DATA
DEP Open Series 5 Race 6,Football Stadium,107.536,78978,Ireland,TBSSpec,2021/12/28
DEP Open Series 5 Race 7,Football Stadium,137.797,78978,Ireland,Yakuza,2021/12/26
Train insane - aircrasher powerloop - MaiOnHigh,Empty Scene Day,59.739,78978,Ireland,Yakuza,2022/01/03
Train Insane - APEX Training Routine - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train Insane - Corkscrews - MaiOnHigh,Empty Scene Day,43.486,78978,Ireland,TBSSpec,2022/01/09
Train Insane - Dive - MaiOnHigh,Empty Scene Day,54.235,78978,Ireland,TBSSpec,2022/01/09
Train Insane - Dutch 8 - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train insane - High jumps - MaiOnHigh,Empty Scene Day,55.333,78978,Ireland,Yakuza,2022/01/03
Train Insane - Ladder - MaiOnHigh,Empty Scene Day,59.357,78978,Ireland,TBSSpec,2022/01/09
Train Insane - Long Dive - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train Insane - powerloops - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train insane - powerloop to sharp turn - MaiOnHigh,Empty Scene Day,110.115,78978,Ireland,Yakuza,2022/01/03
Train Insane Race Track - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train Insane - Reversed split-s - MaiOnhigh,Empty Scene Day,999.999,78978,NO_DATA
Train insane - sharp turns - MaiOnHigh,Empty Scene Day,57.092,78978,Ireland,Yakuza,2022/01/03
Train Insane - slalom - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train insane - Split-S ladder - MaiOnHigh,Empty Scene Day,101.734,78978,Ireland,Yakuza,2022/01/03
Train insane - Split-S - MaiOnHigh,Empty Scene Day,25.195,78978,Ireland,Yakuza,2022/01/03
Train Insane- Test1 - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train Insane - Tunnels - MaiOnHigh,Empty Scene Day,999.999,78978,NO_DATA
Train insane - wide slalom - MaiOnHigh,Empty Scene Day,34.191,78978,Ireland,Yakuza,2022/01/03
