DEP Open Series 6 Race 1,Football Stadium,106.767,BAMBI_FPV,UnitedKingdom,Five33Switchback,2022/03/16
DEP Open Series 6 Race 2,Football Stadium,256.257,BAMBI_FPV,UnitedKingdom,Five33Switchback,2022/03/16
